example_id,text,label,diagnosis,procedure,medication,tooth_number,source_type
4212,Periapical radiograph shows pulp infection on tooth 12. canal shaping scheduled; ibuprofen prescribed.,root_canal_form,pulp infection,canal shaping,ibuprofen,12,synthetic_dental_form_example
4213,Patient reports bleeding on brushing consistent with moderate periodontitis. scaling and polishing performed; mouth rinse advised.,cleaning_form,moderate periodontitis,scaling and polishing,mouth rinse,27,synthetic_dental_form_example
4214,Tooth 18 with deep cavity treated with post and core placement over two visits. metronidazole given.,root_canal_form,deep cavity,post and core placement,metronidazole,18,synthetic_dental_form_example
4215,Emergency appointment: tooth 30 with pulp infection. Partial obturation completed; lidocaine dispensed.,root_canal_form,pulp infection,obturation,lidocaine,30,synthetic_dental_form_example
4216,Follow-up for ongoing facial swelling. bite assessment reviewed; ibuprofen updated.,consultation_form,facial swelling,bite assessment,ibuprofen,3,synthetic_dental_form_example
4217,Two-week review post laser whitening. coffee staining lightened successfully; carbamide peroxide recommended for maintenance.,whitening_form,coffee staining,laser whitening,carbamide peroxide,9,synthetic_dental_form_example
4218,Secondary chipped tooth on tooth 20 treated with amalgam filling. fluoride advised.,filling_form,chipped tooth,amalgam filling,fluoride,20,synthetic_dental_form_example
4219,Endodontic therapy for tooth 24 due to cracked tooth with pulp involvement. canal shaping completed under rubber dam. metronidazole advised.,root_canal_form,cracked tooth with pulp involvement,canal shaping,metronidazole,24,synthetic_dental_form_example
4220,Orthodontic consultation for misaligned teeth. aligner fitting planned; orthodontic wax dispensed.,orthodontic_form,misaligned teeth,aligner fitting,orthodontic wax,13,synthetic_dental_form_example
4221,Child patient with acute toothache on tooth 22 following sports injury. abscess drainage completed; acetaminophen dispensed.,emergency_form,acute toothache,abscess drainage,acetaminophen,22,synthetic_dental_form_example
4222,Patient in significant pain due to avulsed tooth. temporary restoration completed; acetaminophen prescribed.,emergency_form,avulsed tooth,temporary restoration,acetaminophen,14,synthetic_dental_form_example
4223,Swelling related to periapical abscess on tooth 20. Urgent endodontic retreatment for drainage; lidocaine prescribed.,root_canal_form,periapical abscess,endodontic retreatment,lidocaine,20,synthetic_dental_form_example
4224,Swelling related to infected root canal on tooth 25. Urgent endodontic retreatment for drainage; metronidazole prescribed.,root_canal_form,infected root canal,endodontic retreatment,metronidazole,25,synthetic_dental_form_example
4225,Orthodontic consultation for misaligned teeth. aligner fitting planned; orthodontic wax dispensed.,orthodontic_form,misaligned teeth,aligner fitting,orthodontic wax,2,synthetic_dental_form_example
4226,Patient reports discomfort from bracket placement. crossbite being managed; wire trimmed. acetaminophen suggested.,orthodontic_form,crossbite,bracket placement,acetaminophen,10,synthetic_dental_form_example
4227,Radiograph confirms severe bone loss affecting tooth 22. socket irrigation performed and naproxen advised post-operatively.,extraction_form,severe bone loss,socket irrigation,naproxen,22,synthetic_dental_form_example
4228,Retainer fitting following bracket placement. underbite successfully corrected. acetaminophen not required beyond today.,orthodontic_form,underbite,bracket placement,acetaminophen,22,synthetic_dental_form_example
4229,Out-of-hours for lost filling. Patient seen same day. emergency consultation completed; amoxicillin given.,emergency_form,lost filling,emergency consultation,amoxicillin,27,synthetic_dental_form_example
4230,Out-of-hours for dental trauma. Patient seen same day. pain management completed; lidocaine given.,emergency_form,dental trauma,pain management,lidocaine,12,synthetic_dental_form_example
4231,Initial consultation for dry mouth. Dentist performed oral cancer screening; naproxen recommended short-term.,consultation_form,dry mouth,oral cancer screening,naproxen,21,synthetic_dental_form_example
4232,Patient presents with advanced infection on tooth 27. Dentist performed bone grafting post extraction and prescribed penicillin.,extraction_form,advanced infection,bone grafting post extraction,penicillin,27,synthetic_dental_form_example
4233,Patient requests whitening for fluorosis staining. enamel polishing initiated; desensitizing gel prescribed for sensitivity.,whitening_form,fluorosis staining,enamel polishing,desensitizing gel,14,synthetic_dental_form_example
4234,Three-unit bridge for tooth 14 region. broken cusp on abutment teeth. full coverage crown initiated; acetaminophen dispensed.,crown_bridge_form,broken cusp,full coverage crown,acetaminophen,14,synthetic_dental_form_example
4235,Take-home whitening tray fitting kit provided for fluorosis staining. desensitizing gel prescribed if sensitivity arises.,whitening_form,fluorosis staining,whitening tray fitting,desensitizing gel,19,synthetic_dental_form_example
4236,Secondary tooth decay on tooth 26 treated with temporary filling. fluoride advised.,filling_form,tooth decay,temporary filling,fluoride,26,synthetic_dental_form_example
4237,Radiograph confirms fractured tooth affecting tooth 18. socket irrigation performed and acetaminophen advised post-operatively.,extraction_form,fractured tooth,socket irrigation,acetaminophen,18,synthetic_dental_form_example
4238,Full mouth dental cleaning completed for tartar accumulation. Patient given desensitizing gel as adjunct therapy.,cleaning_form,tartar accumulation,dental cleaning,desensitizing gel,11,synthetic_dental_form_example
4239,Patient presents with calculus deposits. air polishing completed and mouth rinse prescribed.,cleaning_form,calculus deposits,air polishing,mouth rinse,5,synthetic_dental_form_example
4240,secondary caries found on tooth 27. temporary filling completed; fluoride advised if sensitivity persists.,filling_form,secondary caries,temporary filling,fluoride,27,synthetic_dental_form_example
4241,Periodontal charting shows chronic periodontitis with multiple deep pockets. scaling and root planing planned in quadrants; ibuprofen prescribed.,periodontal_form,chronic periodontitis,scaling and root planing,ibuprofen,5,synthetic_dental_form_example
4242,Whitening tray fitted for extrinsic staining. in-office bleaching home kit dispensed; carbamide peroxide for sensitivity.,whitening_form,extrinsic staining,in-office bleaching,carbamide peroxide,19,synthetic_dental_form_example
4243,Bone grafting for periodontal abscess. periodontal surgery consent obtained; clindamycin prescribed pre-operatively.,periodontal_form,periodontal abscess,periodontal surgery,clindamycin,6,synthetic_dental_form_example
4244,Crown assessment for tooth 24 with broken cusp. permanent crown cementation commenced; impressions sent. ibuprofen provided.,crown_bridge_form,broken cusp,permanent crown cementation,ibuprofen,24,synthetic_dental_form_example
4245,Broken tooth emergency: knocked out tooth on tooth 19. emergency consultation completed; amoxicillin prescribed.,emergency_form,knocked out tooth,emergency consultation,amoxicillin,19,synthetic_dental_form_example
4246,Aesthetic consultation for coffee staining. take-home whitening kit recommended; fluoride advised.,whitening_form,coffee staining,take-home whitening kit,fluoride,7,synthetic_dental_form_example
4247,Take-home take-home whitening kit kit provided for tobacco staining. desensitizing gel prescribed if sensitivity arises.,whitening_form,tobacco staining,take-home whitening kit,desensitizing gel,2,synthetic_dental_form_example
4248,Laser whitening tray fitting for yellowing enamel. Immediate improvement noted; carbamide peroxide dispensed.,whitening_form,yellowing enamel,whitening tray fitting,carbamide peroxide,14,synthetic_dental_form_example
4249,Acute knocked out tooth on tooth 31. Emergency pain management undertaken; metronidazole prescribed.,emergency_form,knocked out tooth,pain management,metronidazole,31,synthetic_dental_form_example
4250,Emergency presentation: avulsed tooth on tooth 3. Urgent emergency consultation carried out; acetaminophen prescribed.,emergency_form,avulsed tooth,emergency consultation,acetaminophen,3,synthetic_dental_form_example
4251,Midway review. spacing issues improving with bracket placement. Wire change scheduled; orthodontic wax advised.,orthodontic_form,spacing issues,bracket placement,orthodontic wax,21,synthetic_dental_form_example
4252,Patient presents with worsening teeth grinding. oral cancer screening carried out; lidocaine prescribed.,consultation_form,teeth grinding,oral cancer screening,lidocaine,29,synthetic_dental_form_example
4253,Exam indicates fractured cusp on tooth 6. bonding restoration completed; ibuprofen prescribed.,filling_form,fractured cusp,bonding restoration,ibuprofen,6,synthetic_dental_form_example
4254,Emergency wisdom tooth removal for tooth 5 due to dental abscess. acetaminophen prescribed for infection control.,extraction_form,dental abscess,wisdom tooth removal,acetaminophen,5,synthetic_dental_form_example
4255,Patient referred from A&E with cracked tooth emergency on tooth 9. pain management performed; clindamycin prescribed.,emergency_form,cracked tooth emergency,pain management,clindamycin,9,synthetic_dental_form_example
4256,Periodontal charting shows furcation involvement with multiple deep pockets. pocket reduction surgery planned in quadrants; clindamycin prescribed.,periodontal_form,furcation involvement,pocket reduction surgery,clindamycin,14,synthetic_dental_form_example
4257,Walk-in emergency: cracked tooth emergency. Dentist performed temporary restoration urgently; amoxicillin dispensed.,emergency_form,cracked tooth emergency,temporary restoration,amoxicillin,23,synthetic_dental_form_example
4258,Tooth 15 presented with cavity. amalgam filling completed successfully; ibuprofen prescribed.,filling_form,cavity,amalgam filling,ibuprofen,15,synthetic_dental_form_example
4259,Radiograph confirms irreversible pulpitis affecting tooth 12. wisdom tooth removal performed and metronidazole advised post-operatively.,extraction_form,irreversible pulpitis,wisdom tooth removal,metronidazole,12,synthetic_dental_form_example
